date,temp_max,temp_min,precipitation,wind_speed,humidity,next_day_temp
2023-02-13,25.0,13.6,0.0,10.5,99,25.3
2023-02-14,25.3,11.9,0.0,13.6,91,26.5
2023-02-15,26.5,13.1,0.0,9.0,92,27.7
2023-02-16,27.7,14.9,0.0,14.1,93,28.6
2023-02-17,28.6,15.6,0.0,10.0,92,28.9
2023-02-18,28.9,17.1,0.0,9.6,91,28.9
2023-02-19,28.9,17.0,0.0,10.6,86,25.1
2023-02-20,25.1,18.7,0.0,11.5,83,26.4
2023-02-21,26.4,18.3,2.7,7.9,95,25.9
2023-02-22,25.9,17.0,8.9,16.4,99,24.4
2023-02-23,24.4,16.8,0.5,13.1,98,25.9
2023-02-24,25.9,15.9,0.0,13.7,97,27.3
2023-02-25,27.3,16.4,0.0,14.8,97,27.9
2023-02-26,27.9,15.3,0.0,9.2,98,26.6
2023-02-27,26.6,15.5,0.0,9.1,93,26.5
2023-02-28,26.5,15.9,0.0,12.3,94,27.9
2023-03-01,27.9,15.8,0.0,11.4,93,28.4
2023-03-02,28.4,15.9,0.0,9.7,93,28.4
2023-03-03,28.4,15.9,0.2,13.6,93,30.8
2023-03-04,30.8,17.3,0.1,8.8,93,31.0
2023-03-05,31.0,17.7,0.2,13.0,86,29.5
2023-03-06,29.5,18.3,2.5,11.9,95,29.5
2023-03-07,29.5,17.2,0.0,9.1,98,30.5
2023-03-08,30.5,17.6,0.0,8.0,99,31.0
2023-03-09,31.0,17.8,0.0,13.3,85,29.7
2023-03-10,29.7,18.0,0.0,9.2,83,31.0
2023-03-11,31.0,17.6,0.0,10.1,72,31.0
2023-03-12,31.0,19.2,0.0,12.5,79,32.2
2023-03-13,32.2,17.2,0.0,9.7,84,32.0
2023-03-14,32.0,18.9,0.0,16.5,92,24.6
2023-03-15,24.6,18.5,3.5,13.0,93,25.8
2023-03-16,25.8,17.3,0.6,13.7,98,28.1
2023-03-17,28.1,16.6,1.2,7.7,96,27.3
2023-03-18,27.3,18.5,8.9,9.3,96,20.9
2023-03-19,20.9,17.5,12.9,11.9,97,24.6
2023-03-20,24.6,17.7,17.9,13.1,98,23.6
2023-03-21,23.6,17.6,14.3,8.4,98,25.6
2023-03-22,25.6,16.8,2.6,14.8,99,25.5
2023-03-23,25.5,15.6,6.3,12.4,99,24.8
2023-03-24,24.8,16.6,1.1,14.8,99,26.3
2023-03-25,26.3,16.5,0.3,10.7,99,26.4
2023-03-26,26.4,18.3,11.0,8.9,97,29.0
2023-03-27,29.0,18.0,0.0,11.2,99,28.5
2023-03-28,28.5,18.2,0.2,16.2,95,27.5
2023-03-29,27.5,16.5,0.0,12.4,93,27.2
2023-03-30,27.2,17.0,0.0,22.9,99,28.8
2023-03-31,28.8,17.6,5.0,22.7,98,25.5
2023-04-01,25.5,18.0,47.7,14.6,98,25.5
2023-04-02,25.5,17.6,3.8,17.8,99,26.1
2023-04-03,26.1,17.9,17.1,13.5,97,25.8
2023-04-04,25.8,17.5,0.1,17.1,98,28.0
2023-04-05,28.0,16.9,0.0,12.2,97,29.0
2023-04-06,29.0,18.0,3.1,11.6,99,29.8
2023-04-07,29.8,18.5,0.0,12.1,98,31.3
2023-04-08,31.3,18.6,0.0,11.8,96,32.8
2023-04-09,32.8,20.0,0.0,13.4,91,32.8
2023-04-10,32.8,19.4,0.0,16.1,95,32.2
2023-04-11,32.2,19.0,0.0,9.4,95,34.4
2023-04-12,34.4,19.5,0.0,13.9,99,34.2
2023-04-13,34.2,20.2,0.0,10.9,81,35.7
2023-04-14,35.7,20.6,0.0,10.7,86,36.2
2023-04-15,36.2,22.8,0.0,9.7,81,36.2
2023-04-16,36.2,23.4,0.0,14.2,89,35.5
2023-04-17,35.5,23.4,0.0,15.3,82,35.7
2023-04-18,35.7,22.7,0.5,14.2,88,35.2
2023-04-19,35.2,22.1,3.9,23.2,96,32.5
2023-04-20,32.5,21.9,6.9,13.7,94,31.2
2023-04-21,31.2,21.3,0.5,16.9,92,31.5
2023-04-22,31.5,20.9,2.6,11.3,95,26.1
2023-04-23,26.1,20.4,10.7,12.5,98,31.3
2023-04-24,31.3,20.0,0.0,11.0,99,33.2
2023-04-25,33.2,19.9,0.5,17.1,96,33.2
2023-04-26,33.2,20.0,6.9,16.3,95,33.8
2023-04-27,33.8,21.1,5.6,16.3,98,32.6
2023-04-28,32.6,20.6,9.9,17.8,97,30.2
2023-04-29,30.2,20.5,4.6,14.0,95,31.2
2023-04-30,31.2,20.9,9.5,14.8,96,30.8
2023-05-01,30.8,21.3,2.2,15.6,96,31.7
2023-05-02,31.7,22.4,2.2,16.8,93,32.0
2023-05-03,32.0,20.6,1.8,14.6,98,30.1
2023-05-04,30.1,21.0,31.6,11.8,97,30.6
2023-05-05,30.6,21.7,0.4,17.6,98,33.1
2023-05-06,33.1,21.9,0.6,22.0,95,32.2
2023-05-07,32.2,21.5,1.7,19.1,97,32.5
2023-05-08,32.5,21.7,0.2,16.9,97,34.7
2023-05-09,34.7,21.7,0.0,12.2,90,36.9
2023-05-10,36.9,22.0,0.0,22.8,92,36.5
2023-05-11,36.5,22.0,4.3,13.9,99,33.5
2023-05-12,33.5,22.4,0.0,17.4,92,36.8
2023-05-13,36.8,21.8,0.0,18.9,87,34.2
2023-05-14,34.2,22.8,0.0,23.1,87,34.0
2023-05-15,34.0,22.2,3.3,16.3,96,31.2
2023-05-16,31.2,22.0,7.7,12.6,96,29.5
2023-05-17,29.5,21.8,23.6,14.0,97,28.5
2023-05-18,28.5,21.7,15.9,10.7,99,27.7
2023-05-19,27.7,21.9,13.9,13.4,97,28.0
2023-05-20,28.0,20.7,6.1,14.2,99,31.1
2023-05-21,31.1,21.3,13.9,16.9,97,30.1
2023-05-22,30.1,22.1,5.0,11.3,98,31.4
2023-05-23,31.4,22.5,16.4,14.0,97,28.6
2023-05-24,28.6,22.8,29.6,12.2,98,31.4
2023-05-25,31.4,21.9,3.1,16.7,98,30.6
2023-05-26,30.6,22.7,22.3,10.3,97,29.6
2023-05-27,29.6,21.6,21.0,11.3,97,30.9
2023-05-28,30.9,22.4,0.9,10.8,99,33.3
2023-05-29,33.3,23.2,0.0,8.4,94,34.3
2023-05-30,34.3,25.0,0.0,11.6,91,35.0
2023-05-31,35.0,26.1,3.4,20.2,91,34.4
2023-06-01,34.4,25.4,0.5,12.5,97,35.6
2023-06-02,35.6,25.4,0.0,20.6,92,33.8
2023-06-03,33.8,24.5,0.4,12.1,94,34.2
2023-06-04,34.2,24.9,1.5,15.1,97,35.0
2023-06-05,35.0,24.8,0.1,12.2,97,35.7
2023-06-06,35.7,26.0,0.2,12.8,90,35.2
2023-06-07,35.2,26.4,30.7,15.9,99,33.4
2023-06-08,33.4,26.5,20.9,10.6,97,31.1
2023-06-09,31.1,25.5,49.1,11.4,97,31.1
2023-06-10,31.1,25.4,68.9,11.0,99,28.9
2023-06-11,28.9,24.9,66.5,12.6,99,32.0
2023-06-12,32.0,24.3,15.4,13.2,99,32.0
2023-06-13,32.0,24.2,2.9,11.6,98,28.2
2023-06-14,28.2,23.9,28.0,12.0,98,32.0
2023-06-15,32.0,23.9,9.1,15.0,99,26.5
2023-06-16,26.5,23.1,29.4,18.4,97,28.0
2023-06-17,28.0,22.9,56.4,11.9,98,26.0
2023-06-18,26.0,23.1,57.5,17.3,100,28.4
2023-06-19,28.4,23.6,52.6,15.9,100,29.5
2023-06-20,29.5,23.9,32.3,9.6,100,29.3
2023-06-21,29.3,24.1,13.6,8.1,98,30.0
2023-06-22,30.0,24.2,19.5,8.0,98,32.5
2023-06-23,32.5,24.2,3.7,10.9,98,32.5
2023-06-24,32.5,24.5,17.2,13.0,96,32.7
2023-06-25,32.7,24.4,17.0,13.8,99,33.3
2023-06-26,33.3,25.0,64.7,13.0,98,30.1
2023-06-27,30.1,24.7,33.6,9.5,99,30.2
2023-06-28,30.2,24.9,14.6,8.5,97,29.5
2023-06-29,29.5,25.0,12.2,8.4,99,31.4
2023-06-30,31.4,25.0,4.2,11.3,98,31.0
2023-07-01,31.0,24.9,23.4,10.6,98,30.2
2023-07-02,30.2,25.0,22.3,8.5,98,29.9
2023-07-03,29.9,25.3,23.6,10.4,99,31.5
2023-07-04,31.5,25.5,6.3,13.0,100,32.7
2023-07-05,32.7,25.8,36.3,8.2,100,29.4
2023-07-06,29.4,25.5,51.9,8.0,99,29.9
2023-07-07,29.9,25.5,24.9,10.4,98,32.2
2023-07-08,32.2,25.9,19.6,10.4,97,32.2
2023-07-09,32.2,26.3,8.0,10.2,98,32.2
2023-07-10,32.2,26.4,19.2,9.8,99,31.9
2023-07-11,31.9,26.0,5.3,14.8,97,30.2
2023-07-12,30.2,25.6,8.9,14.6,98,30.1
2023-07-13,30.1,25.6,16.3,12.0,97,31.0
2023-07-14,31.0,25.1,13.4,14.3,98,32.8
2023-07-15,32.8,25.5,11.8,11.0,98,32.0
2023-07-16,32.0,25.8,26.6,9.2,97,31.0
2023-07-17,31.0,25.1,13.8,14.8,98,34.0
2023-07-18,34.0,25.2,0.0,8.2,97,35.4
2023-07-19,35.4,26.0,0.3,18.4,97,34.1
2023-07-20,34.1,26.9,6.6,11.5,97,32.8
2023-07-21,32.8,25.6,23.0,9.7,99,33.0
2023-07-22,33.0,26.2,28.1,13.1,98,32.0
2023-07-23,32.0,26.2,18.4,11.2,97,32.5
2023-07-24,32.5,25.5,30.2,10.5,98,33.5
2023-07-25,33.5,25.8,36.6,10.1,99,31.6
2023-07-26,31.6,25.8,7.0,14.6,96,32.5
2023-07-27,32.5,25.4,10.6,10.2,97,30.5
2023-07-28,30.5,25.9,12.4,11.5,99,31.9
2023-07-29,31.9,25.8,23.5,6.2,97,32.8
2023-07-30,32.8,25.6,6.1,5.6,98,34.5
2023-07-31,34.5,26.4,4.3,11.3,99,35.7
2023-08-01,35.7,27.6,0.0,18.8,98,33.7
2023-08-02,33.7,27.0,25.9,12.6,97,31.2
2023-08-03,31.2,25.9,54.7,10.8,98,30.9
2023-08-04,30.9,25.8,42.0,8.6,98,31.9
2023-08-05,31.9,25.6,3.3,13.7,97,31.0
2023-08-06,31.0,25.6,43.1,10.5,99,31.6
2023-08-07,31.6,25.5,46.4,10.0,99,33.2
2023-08-08,33.2,25.5,59.9,19.6,98,31.5
2023-08-09,31.5,26.1,6.7,9.4,97,32.5
2023-08-10,32.5,25.5,2.4,13.5,99,32.0
2023-08-11,32.0,26.2,12.0,12.1,97,31.3
2023-08-12,31.3,25.8,45.5,12.2,97,30.6
2023-08-13,30.6,26.0,39.3,11.6,97,32.3
2023-08-14,32.3,26.0,0.7,12.7,99,32.9
2023-08-15,32.9,26.4,3.5,15.8,97,32.8
2023-08-16,32.8,26.5,5.3,11.8,98,34.2
2023-08-17,34.2,26.2,1.2,15.5,99,32.6
2023-08-18,32.6,25.8,9.3,10.5,97,31.8
2023-08-19,31.8,26.2,6.5,8.9,97,32.8
2023-08-20,32.8,26.2,5.7,16.0,98,31.4
2023-08-21,31.4,26.1,4.4,16.9,99,28.9
2023-08-22,28.9,25.9,13.4,7.2,99,30.0
2023-08-23,30.0,25.3,21.5,8.5,98,30.7
2023-08-24,30.7,25.1,17.3,8.5,98,31.0
2023-08-25,31.0,25.1,35.4,10.2,98,29.5
2023-08-26,29.5,25.5,68.9,10.8,97,30.0
2023-08-27,30.0,24.9,25.2,10.2,99,30.9
2023-08-28,30.9,24.4,5.1,8.7,99,32.1
2023-08-29,32.1,24.9,0.3,8.2,99,33.7
2023-08-30,33.7,24.5,0.0,7.1,98,34.1
2023-08-31,34.1,25.7,0.0,9.4,96,33.2
2023-09-01,33.2,26.5,0.7,14.5,96,31.9
2023-09-02,31.9,26.5,4.0,10.9,96,34.2
2023-09-03,34.2,25.2,0.3,11.2,99,35.9
2023-09-04,35.9,26.3,0.1,9.9,98,36.2
2023-09-05,36.2,26.4,0.0,11.1,100,36.2
2023-09-06,36.2,26.7,0.0,13.6,96,33.3
2023-09-07,33.3,26.8,13.9,10.6,98,30.8
2023-09-08,30.8,26.8,4.7,12.5,96,31.9
2023-09-09,31.9,26.0,10.5,11.9,98,33.8
2023-09-10,33.8,26.6,0.4,9.9,94,32.5
2023-09-11,32.5,26.4,11.3,9.3,95,31.8
2023-09-12,31.8,25.2,7.5,6.8,97,32.5
2023-09-13,32.5,25.9,10.3,10.2,98,33.3
2023-09-14,33.3,26.6,0.9,7.9,99,33.3
2023-09-15,33.3,26.1,5.8,11.5,96,32.7
2023-09-16,32.7,26.1,2.7,9.1,97,33.2
2023-09-17,33.2,26.1,3.7,12.0,98,34.2
2023-09-18,34.2,25.8,1.3,13.0,97,30.5
2023-09-19,30.5,26.5,7.2,6.1,98,30.5
2023-09-20,30.5,25.6,26.1,11.3,97,29.0
2023-09-21,29.0,25.0,32.5,8.2,98,30.9
2023-09-22,30.9,25.0,7.5,10.5,98,29.7
2023-09-23,29.7,24.8,8.5,12.9,97,31.0
2023-09-24,31.0,24.5,9.3,11.7,99,31.6
2023-09-25,31.6,24.9,12.6,6.9,97,30.6
2023-09-26,30.6,24.6,10.8,7.7,99,32.0
2023-09-27,32.0,24.5,0.8,6.1,98,33.8
2023-09-28,33.8,25.4,0.0,10.1,100,34.8
2023-09-29,34.8,26.3,0.0,13.3,99,31.6
2023-09-30,31.6,25.4,22.6,7.5,99,31.5
2023-10-01,31.5,25.7,2.5,10.7,99,32.3
2023-10-02,32.3,25.5,14.8,10.6,100,31.5
2023-10-03,31.5,24.9,29.3,10.6,98,28.2
2023-10-04,28.2,24.5,47.1,8.6,99,26.8
2023-10-05,26.8,24.0,71.7,16.8,99,28.1
2023-10-06,28.1,23.0,52.6,25.3,95,28.6
2023-10-07,28.6,23.7,10.9,15.0,96,29.7
2023-10-08,29.7,23.6,11.6,10.4,98,30.9
2023-10-09,30.9,23.2,5.0,13.5,99,30.0
2023-10-10,30.0,23.6,3.6,8.3,99,30.5
2023-10-11,30.5,22.8,2.3,8.2,99,29.5
2023-10-12,29.5,22.8,4.1,9.2,99,29.2
2023-10-13,29.2,22.7,1.0,10.6,98,29.0
2023-10-14,29.0,22.2,2.7,12.2,100,29.3
2023-10-15,29.3,21.2,0.5,7.6,100,30.2
2023-10-16,30.2,21.8,0.7,9.5,100,30.4
2023-10-17,30.4,21.6,2.8,8.7,97,29.5
2023-10-18,29.5,21.5,0.7,6.6,98,29.1
2023-10-19,29.1,21.4,0.1,9.9,99,29.5
2023-10-20,29.5,21.0,0.0,10.2,98,30.5
2023-10-21,30.5,20.9,0.0,12.7,100,30.7
2023-10-22,30.7,20.7,0.0,12.7,100,30.8
2023-10-23,30.8,21.9,0.0,11.4,100,29.5
2023-10-24,29.5,22.4,0.0,8.4,99,30.4
2023-10-25,30.4,21.6,0.2,10.4,100,29.1
2023-10-26,29.1,21.0,0.9,6.7,100,29.0
2023-10-27,29.0,20.9,0.8,9.7,96,29.5
2023-10-28,29.5,20.0,0.0,7.0,95,30.0
2023-10-29,30.0,19.5,0.0,10.3,95,30.5
2023-10-30,30.5,20.0,0.0,11.1,98,31.1
2023-10-31,31.1,20.1,0.0,10.7,100,31.5
2023-11-01,31.5,19.6,0.0,8.3,99,30.9
2023-11-02,30.9,19.3,0.0,7.7,96,29.9
2023-11-03,29.9,19.8,0.0,6.5,96,27.9
2023-11-04,27.9,20.0,10.4,14.3,97,27.5
2023-11-05,27.5,20.1,1.2,12.2,96,28.9
2023-11-06,28.9,18.6,0.0,11.2,99,29.5
2023-11-07,29.5,18.4,0.0,9.0,99,28.4
2023-11-08,28.4,18.8,0.4,8.2,95,28.7
2023-11-09,28.7,18.6,0.0,8.1,97,28.6
2023-11-10,28.6,18.3,0.0,8.8,97,29.1
2023-11-11,29.1,18.6,0.0,10.6,98,29.5
2023-11-12,29.5,17.7,0.0,10.6,98,29.1
2023-11-13,29.1,17.2,0.0,11.3,95,29.4
2023-11-14,29.4,16.8,0.0,13.1,97,29.8
2023-11-15,29.8,17.4,0.0,11.6,99,29.1
2023-11-16,29.1,19.0,0.0,13.1,95,23.3
2023-11-17,23.3,20.1,3.4,18.1,94,26.3
2023-11-18,26.3,18.1,0.0,11.2,97,27.6
2023-11-19,27.6,17.1,0.0,11.6,100,28.4
2023-11-20,28.4,18.1,0.0,8.6,100,27.9
2023-11-21,27.9,19.1,1.0,11.4,96,26.8
2023-11-22,26.8,19.0,1.6,12.7,97,27.6
2023-11-23,27.6,18.0,0.0,10.2,100,28.6
2023-11-24,28.6,16.8,0.0,8.7,100,28.8
2023-11-25,28.8,16.5,0.0,12.0,97,28.1
2023-11-26,28.1,14.9,0.0,12.2,93,28.3
2023-11-27,28.3,14.9,0.0,13.0,96,28.2
2023-11-28,28.2,16.5,0.0,9.2,100,27.5
2023-11-29,27.5,16.4,0.0,9.7,100,27.6
2023-11-30,27.6,15.9,0.0,13.7,100,28.0
2023-12-01,28.0,15.6,0.0,11.8,100,28.2
2023-12-02,28.2,16.2,0.0,9.2,100,27.6
2023-12-03,27.6,16.6,0.0,9.6,100,27.8
2023-12-04,27.8,16.0,0.0,11.0,100,25.8
2023-12-05,25.8,18.3,0.0,5.9,96,27.2
2023-12-06,27.2,17.3,0.0,10.3,99,23.1
2023-12-07,23.1,19.4,3.4,10.7,96,23.7
2023-12-08,23.7,17.5,0.2,13.1,96,24.8
2023-12-09,24.8,16.1,0.2,10.6,100,23.7
2023-12-10,23.7,16.4,0.4,6.2,97,24.8
2023-12-11,24.8,15.3,0.0,11.0,100,25.0
2023-12-12,25.0,14.3,2.5,8.5,95,23.3
2023-12-13,23.3,15.4,6.9,11.8,98,22.9
2023-12-14,22.9,14.1,0.3,8.7,100,23.8
2023-12-15,23.8,13.9,0.0,9.9,100,24.0
2023-12-16,24.0,12.6,0.0,10.0,95,24.8
2023-12-17,24.8,13.2,0.0,10.2,100,25.0
2023-12-18,25.0,13.8,0.0,10.3,100,25.0
2023-12-19,25.0,13.2,0.0,12.9,99,24.9
2023-12-20,24.9,11.4,0.0,11.7,95,25.5
2023-12-21,25.5,12.0,0.0,11.1,98,25.6
2023-12-22,25.6,12.9,0.0,13.2,100,24.8
2023-12-23,24.8,13.4,0.0,11.0,100,26.0
2023-12-24,26.0,12.7,0.0,11.2,100,25.8
2023-12-25,25.8,14.4,0.0,7.0,97,26.2
2023-12-26,26.2,13.9,0.0,8.7,97,26.4
2023-12-27,26.4,14.0,0.0,9.1,97,26.7
2023-12-28,26.7,14.5,0.0,9.0,95,26.7
2023-12-29,26.7,13.4,0.0,9.0,97,26.4
2023-12-30,26.4,12.8,0.0,10.7,100,25.8
2023-12-31,25.8,13.3,0.0,8.5,98,25.2
2024-01-01,25.2,14.1,0.0,8.1,100,25.0
2024-01-02,25.0,14.9,0.0,8.4,100,25.0
2024-01-03,25.0,14.9,0.0,11.8,99,24.9
2024-01-04,24.9,15.3,0.0,8.6,97,24.6
2024-01-05,24.6,14.0,0.0,9.4,100,24.6
2024-01-06,24.6,12.4,0.0,8.8,98,24.8
2024-01-07,24.8,13.8,0.0,10.7,100,23.8
2024-01-08,23.8,12.9,0.1,9.5,100,23.3
2024-01-09,23.3,11.8,0.0,8.7,98,23.5
2024-01-10,23.5,14.4,0.0,10.0,100,22.7
2024-01-11,22.7,13.8,0.0,8.0,100,22.1
2024-01-12,22.1,12.1,0.0,8.9,100,22.0
2024-01-13,22.0,12.4,0.0,7.7,100,23.0
2024-01-14,23.0,13.6,0.0,9.7,100,23.8
2024-01-15,23.8,11.8,0.0,10.0,100,22.7
2024-01-16,22.7,13.3,4.7,9.8,100,20.7
2024-01-17,20.7,13.0,0.4,8.3,100,21.7
2024-01-18,21.7,11.8,0.0,7.8,100,22.5
2024-01-19,22.5,10.5,0.0,8.7,99,23.0
2024-01-20,23.0,10.8,0.0,12.9,100,21.9
2024-01-21,21.9,13.7,2.3,8.6,94,22.1
2024-01-22,22.1,11.2,0.0,9.1,98,22.8
2024-01-23,22.8,10.8,0.2,11.6,100,22.0
2024-01-24,22.0,12.4,2.7,8.6,99,22.4
2024-01-25,22.4,12.2,0.4,12.1,100,22.0
2024-01-26,22.0,11.1,0.1,9.9,100,20.5
2024-01-27,20.5,11.8,2.1,10.1,100,21.9
2024-01-28,21.9,10.8,2.1,11.5,100,23.7
2024-01-29,23.7,11.1,0.2,10.3,100,22.8
2024-01-30,22.8,11.6,0.7,10.7,97,22.0
2024-01-31,22.0,12.1,4.1,11.1,97,22.8
2024-02-01,22.8,13.5,0.3,12.0,100,21.5
2024-02-02,21.5,12.8,0.9,9.7,100,22.8
2024-02-03,22.8,11.9,0.1,9.9,100,22.9
2024-02-04,22.9,11.8,0.1,14.3,100,21.4
2024-02-05,21.4,13.1,1.0,11.2,96,22.0
2024-02-06,22.0,13.4,1.9,8.0,99,22.7
2024-02-07,22.7,13.4,0.3,9.9,98,22.5
2024-02-08,22.5,11.2,0.0,8.8,98,23.5
2024-02-09,23.5,11.1,0.0,9.1,99,25.1
2024-02-10,25.1,10.5,0.0,12.9,98,26.9
2024-02-11,26.9,11.4,0.0,10.0,96,27.0
2024-02-12,27.0,14.4,0.0,9.9,85,27.6
2024-02-13,27.6,13.6,0.0,9.0,89,27.5
2024-02-14,27.5,12.2,0.0,9.1,90,26.6
2024-02-15,26.6,16.8,1.6,11.7,94,26.8
2024-02-16,26.8,14.0,0.0,9.6,100,26.1
2024-02-17,26.1,17.0,0.2,10.5,91,27.0
2024-02-18,27.0,14.1,0.0,11.5,92,27.0
2024-02-19,27.0,13.7,0.9,9.1,98,27.0
2024-02-20,27.0,13.2,0.9,9.2,96,25.5
2024-02-21,25.5,16.3,2.2,13.1,99,24.0
2024-02-22,24.0,14.9,1.9,16.5,100,25.3
2024-02-23,25.3,15.2,2.2,12.3,96,26.6
2024-02-24,26.6,14.6,0.0,12.2,99,23.5
2024-02-25,23.5,14.4,0.1,11.5,93,24.1
2024-02-26,24.1,12.2,0.0,13.7,99,26.3
2024-02-27,26.3,13.2,0.0,9.1,100,26.9
2024-02-28,26.9,14.4,0.0,16.7,94,27.5
2024-02-29,27.5,12.7,0.0,11.4,97,27.6
2024-03-01,27.6,15.2,0.0,13.7,94,29.8
2024-03-02,29.8,16.9,0.0,11.2,84,29.4
2024-03-03,29.4,16.1,0.0,18.6,87,28.9
2024-03-04,28.9,18.0,0.1,22.4,85,29.4
2024-03-05,29.4,16.2,0.1,23.1,99,28.1
2024-03-06,28.1,14.1,0.0,10.5,75,28.5
2024-03-07,28.5,13.2,0.0,9.8,94,28.9
2024-03-08,28.9,14.4,0.0,15.7,95,29.5
2024-03-09,29.5,13.6,0.0,11.2,89,30.4
2024-03-10,30.4,13.4,0.0,10.0,85,30.6
2024-03-11,30.6,15.4,0.0,10.6,77,31.8
2024-03-12,31.8,17.2,0.0,17.0,78,30.5
2024-03-13,30.5,17.0,0.0,11.0,91,31.5
2024-03-14,31.5,17.5,0.4,17.2,89,30.6
2024-03-15,30.6,16.6,0.0,11.6,95,30.5
2024-03-16,30.5,15.6,0.0,9.1,98,31.8
2024-03-17,31.8,16.9,0.0,13.7,83,31.8
2024-03-18,31.8,16.2,0.0,9.9,77,29.5
2024-03-19,29.5,17.0,0.0,10.9,83,21.6
2024-03-20,21.6,18.5,15.4,13.8,98,23.0
2024-03-21,23.0,17.0,11.0,9.1,98,25.8
2024-03-22,25.8,16.3,3.3,10.7,99,25.1
2024-03-23,25.1,16.3,6.0,9.3,100,27.1
2024-03-24,27.1,16.7,0.4,10.8,99,27.4
2024-03-25,27.4,18.4,19.9,11.4,100,27.4
2024-03-26,27.4,17.7,10.7,11.1,98,26.7
2024-03-27,26.7,17.5,0.4,14.6,98,28.6
2024-03-28,28.6,17.5,0.0,11.2,98,30.7
2024-03-29,30.7,18.5,0.5,10.1,98,30.8
2024-03-30,30.8,20.0,4.5,11.4,98,26.9
2024-03-31,26.9,20.5,10.9,13.5,97,30.2
2024-04-01,30.2,18.6,0.0,13.0,98,30.5
2024-04-02,30.5,19.5,0.0,11.0,99,30.1
2024-04-03,30.1,19.5,0.0,10.5,99,30.8
2024-04-04,30.8,19.2,0.6,14.8,96,29.6
2024-04-05,29.6,20.6,1.9,13.9,97,31.4
2024-04-06,31.4,20.3,0.0,8.9,98,33.7
2024-04-07,33.7,20.4,0.0,17.1,99,31.9
2024-04-08,31.9,22.1,0.0,10.7,88,32.7
2024-04-09,32.7,20.0,0.0,9.9,98,32.3
2024-04-10,32.3,20.0,0.0,11.3,89,33.2
2024-04-11,33.2,19.9,5.4,15.5,90,33.5
2024-04-12,33.5,21.0,0.4,13.7,94,34.5
2024-04-13,34.5,21.0,0.0,10.8,92,35.1
2024-04-14,35.1,21.5,0.0,14.1,94,35.4
2024-04-15,35.4,21.6,0.0,14.9,96,30.5
2024-04-16,30.5,22.6,4.9,14.8,94,33.2
2024-04-17,33.2,21.5,0.1,17.0,95,32.7
2024-04-18,32.7,21.0,0.0,15.8,87,33.3
2024-04-19,33.3,21.6,2.2,19.4,93,30.1
2024-04-20,30.1,21.5,5.8,20.8,93,33.0
2024-04-21,33.0,21.4,1.2,16.5,96,33.9
2024-04-22,33.9,21.9,0.3,13.3,98,34.5
2024-04-23,34.5,22.2,0.0,10.2,93,38.5
2024-04-24,38.5,22.6,0.7,24.3,97,33.3
